station,district,datetime,timestamp_epoch,rainfall_t0,rainfall_t_minus_1,rainfall_t_minus_2,rainfall_t_minus_3,rainfall_t_minus_4,rainfall_rolling_3h_mean,rainfall_rolling_6h_sum,rainfall_delta_1h,rainfall_acceleration,latitude,longitude,district_flooded_area_pct,district_permanent_water_pct,district_mean_flood_duration,district_hist_event_density,live_report_corroboration,volunteer_verified_weight,target_risk_15m,target_risk_30m,target_risk_60m,target_class_15m,target_class_30m,target_class_60m
Poondi Reservoir,tiruvallur,2026-05-04 06:00,1777874400.0,8.5,38.0,10.0,58.5,36.5,18.833333333333332,166.0,-29.5,-57.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.25375,0.47226190476190477,1.0,0,0,1
Poondi Reservoir,tiruvallur,2026-05-04 07:00,1777878000.0,2.5,8.5,38.0,10.0,58.5,16.333333333333332,154.0,-6.0,23.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.14875,0.6702333333333333,1.0,0,1,1
Poondi Reservoir,tiruvallur,2026-05-04 08:00,1777881600.0,1.5,2.5,8.5,38.0,10.0,4.166666666666667,119.0,-1.0,5.0,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.13125,0.25188095238095237,1.0,0,0,1
Poondi Reservoir,tiruvallur,2026-05-04 10:00,1777888800.0,4.5,1.5,2.5,8.5,38.0,2.8333333333333335,65.0,3.0,4.0,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.21875,0.2167190476190476,0.66,0,0,1
Panchapatti,karur,2026-05-04 10:00,1777888800.0,2.5,3.0,9.0,5.0,69.0,4.833333333333333,118.0,-0.5,5.5,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,0.09541835593,0.20724165334690473,1.0,0,0,1
Kottaram,kanyakumari,2026-05-04 10:40,1777891200.0,2.5,1.5,1.5,0.5,1.0,1.8333333333333333,7.5,1.0,1.0,8.11972222,77.52722222,3.5,1.2,2.0,3,0.0,0.0,0.16041666666666665,0.16694761904761904,0.19999999999999998,0,0,0
Poondi Reservoir,tiruvallur,2026-05-04 11:00,1777892400.0,5.5,4.5,1.5,2.5,8.5,3.8333333333333335,60.5,1.0,-2.0,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.21291666666666664,0.1936904761904762,0.624,0,0,1
Kottaram,kanyakumari,2026-05-04 11:00,1777892400.0,2.5,2.5,1.5,1.5,0.5,2.1666666666666665,9.5,0.0,-1.0,8.11972222,77.52722222,3.5,1.2,2.0,3,0.0,0.0,0.14875,0.16273809523809524,0.21599999999999997,0,0,0
Panchapatti,karur,2026-05-04 11:00,1777892400.0,17.0,2.5,3.0,9.0,5.0,7.5,105.5,14.5,15.0,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,0.5183350225966666,0.35556546287071433,0.9128911412399999,1,0,1
Ponnanaiyar Dam_1,tiruchirappalli,2026-05-04 11:00,1777892400.0,0.5,4.0,0.5,0.5,1.5,1.6666666666666667,7.5,-3.5,-7.0,10.582222,78.265,2.769716368,0.030082563,6.0,29,0.0,0.0,0.09184149104,0.12789245383238096,0.17078865472000002,0,0,0
Panchapatti,karur,2026-05-04 12:00,1777896000.0,499.0,17.0,2.5,3.0,9.0,172.83333333333334,535.5,482.0,467.5,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Poondi Reservoir,tiruvallur,2026-05-04 12:00,1777896000.0,5.5,5.5,4.5,1.5,2.5,5.166666666666667,28.0,0.0,-1.0,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.20124999999999998,0.21845238095238095,0.364,0,0,0
Panchapatti,karur,2026-05-04 13:00,1777899600.0,927.0,499.0,17.0,2.5,3.0,481.0,1457.5,428.0,-54.0,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Panchapatti,karur,2026-05-04 14:00,1777903200.0,656.5,927.0,499.0,17.0,2.5,694.1666666666666,2105.0,-270.5,-698.5,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Poondi Reservoir,tiruvallur,2026-05-04 14:00,1777903200.0,9.0,5.5,5.5,4.5,1.5,6.666666666666667,28.5,3.5,3.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.3033333333333333,0.2827095238095238,0.368,0,0,0
Panchapatti,karur,2026-05-04 15:00,1777906800.0,592.5,656.5,927.0,499.0,17.0,725.3333333333334,2694.5,-64.0,206.5,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Poondi Reservoir,tiruvallur,2026-05-04 15:00,1777906800.0,14.0,9.0,5.5,5.5,4.5,9.5,40.0,5.0,1.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.40833333333333327,0.31452857142857144,0.45999999999999996,0,0,0
Mayiladumparai,theni,2026-05-04 15:00,1777906800.0,0.5,1.5,9.5,0.5,2.5,3.8333333333333335,15.0,-1.0,7.0,9.78027778,77.51277778,0.031762174,0.314606199,8.0,14,0.0,0.0,0.009702865219999999,0.1451021522804762,0.12127048695999999,0,0,0
Karisalkulam_1,thoothukudi,2026-05-04 16:00,1777910400.0,2.0,0.5,0.5,0.5,0.5,1.0,4.5,1.5,1.5,9.35,78.058333,3.5,1.2,2.0,3,0.0,0.0,0.1575,0.15667142857142857,0.176,0,0,0
Kavalur,virudhunagar,2026-05-04 16:00,1777910400.0,0.5,5.0,1.0,2.5,5.0,2.1666666666666665,14.5,-4.5,-8.5,9.57444444,77.90333333,1.858630308,0.022872843,6.0,14,0.0,0.0,0.06450890924,0.10529015601809523,0.19034521232,0,0,0
Panchapatti,karur,2026-05-04 16:00,1777910400.0,908.0,592.5,656.5,927.0,499.0,719.0,3600.0,315.5,379.5,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Poondi Reservoir,tiruvallur,2026-05-04 16:00,1777910400.0,0.5,14.0,9.0,5.5,5.5,7.833333333333333,39.0,-13.5,-18.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.2679761904761905,0.45199999999999996,0,0,0
Uppar Dam,tiruppur,2026-05-04 17:00,1777914000.0,12.0,18.0,5.5,21.0,0.5,11.833333333333334,70.0,-6.0,-18.5,10.7775,76.42277778,0.55127524,0.084088984,8.0,13,0.0,0.0,0.22653825719999998,0.23905653816190478,0.5820510096,0,0,1
Virudhunagar_IB,virudhunagar,2026-05-04 17:00,1777914000.0,23.5,3.0,1.5,2.0,0.5,9.333333333333334,31.0,20.5,19.0,9.61194444,77.955,1.858630308,0.022872843,6.0,14,0.0,0.0,0.7061755759066667,0.4359853941133333,0.32234521232,1,0,0
Panchapatti,karur,2026-05-04 17:00,1777914000.0,1545.5,908.0,592.5,656.5,927.0,1015.3333333333334,5128.5,637.5,322.0,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Mettur_1,salem,2026-05-04 17:00,1777914000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.8075,77.800278,0.70281148,0.995995874,6.0,16,0.0,0.0,0.029834344399999997,0.03388411608571429,0.0521124592,0,0,0
Karisalkulam_1,thoothukudi,2026-05-04 17:00,1777914000.0,1.5,2.0,0.5,0.5,0.5,1.3333333333333333,5.5,-0.5,-2.0,9.35,78.058333,3.5,1.2,2.0,3,0.0,0.0,0.13125,0.14726190476190473,0.184,0,0,0
Poondi Reservoir,tiruvallur,2026-05-04 17:00,1777914000.0,2.5,0.5,14.0,9.0,5.5,5.666666666666667,37.0,2.0,15.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.1720833333333333,0.38893809523809525,0.43599999999999994,0,0,0
Narikudi_1,virudhunagar,2026-05-04 18:00,1777917600.0,1.5,2.5,31.0,1.5,5.5,11.666666666666666,53.5,-1.0,27.5,9.583333,78.316667,1.858630308,0.022872843,6.0,14,0.0,0.0,0.08200890924,0.5677187274466667,0.50234521232,0,1,1
Vaniyambadi,tirupathur,2026-05-04 18:00,1777917600.0,11.5,0.5,0.5,2.0,0.5,4.166666666666667,17.0,11.0,11.0,12.67805556,78.62222222,0.882133575,0.007876167,11.0,7,0.0,0.0,0.35604734058333326,0.22265562750595239,0.17128534299999998,0,0,0
Panchapatti,karur,2026-05-04 18:00,1777917600.0,1180.5,1545.5,908.0,592.5,656.5,1211.3333333333333,5810.0,-365.0,-1002.5,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Poondi Reservoir,tiruvallur,2026-05-04 18:00,1777917600.0,1.0,2.5,0.5,14.0,9.0,1.3333333333333333,32.5,-1.5,-3.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.1225,0.14726190476190473,0.4,0,0,0
ThirumoorthyNagar,tiruppur,2026-05-04 18:00,1777917600.0,7.0,0.5,1.5,15.0,0.5,3.0,34.5,6.5,7.5,10.486944,77.166667,0.55127524,0.084088984,8.0,13,0.0,0.0,0.2148715905333333,0.15300891911428574,0.2980510096,0,0,0
Karisalkulam_1,thoothukudi,2026-05-04 18:00,1777917600.0,0.5,1.5,2.0,0.5,0.5,1.3333333333333333,5.5,-1.0,-0.5,9.35,78.058333,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.14726190476190473,0.184,0,0,0
Uppar Dam,tiruppur,2026-05-04 18:00,1777917600.0,8.5,12.0,18.0,5.5,21.0,12.833333333333334,65.5,-3.5,2.5,10.7775,76.42277778,0.55127524,0.084088984,8.0,13,0.0,0.0,0.16528825719999998,0.28362796673333335,0.5460510096,0,0,1
Sivagiri,tenkasi,2026-05-04 18:00,1777917600.0,0.5,4.0,0.5,3.5,16.5,1.6666666666666667,37.0,-3.5,-7.0,9.34666667,77.43361111,0.407407146,0.050554592,11.0,7,0.0,0.0,0.02097221438,0.04521163106238096,0.31229628583999997,0,0,0
Elumalai_1,madurai,2026-05-04 19:00,1777921200.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,9.863889,77.697778,1.012920862,0.009182441,7.0,21,0.0,0.0,0.03913762586,0.04473794445571429,0.06451683448000001,0,0,0
Gollapally,vellore,2026-05-04 19:00,1777921200.0,2.0,3.0,2.5,0.5,9.5,2.5,26.5,-1.0,-1.5,13.03194444,78.86444444,0.437957461,0.021681234,6.0,18,0.0,0.0,0.048138723829999994,0.06175708256357143,0.22951829844,0,0,0
Panchapatti,karur,2026-05-04 19:00,1777921200.0,453.0,1180.5,1545.5,908.0,592.5,1059.6666666666667,5336.0,-727.5,-362.5,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
ThirumoorthyNagar,tiruppur,2026-05-04 19:00,1777921200.0,5.5,7.0,0.5,1.5,15.0,4.333333333333333,30.0,-1.5,-8.0,10.486944,77.166667,0.55127524,0.084088984,8.0,13,0.0,0.0,0.1127882572,0.09977082387619048,0.2620510096,0,0,0
Poondi Reservoir,tiruvallur,2026-05-04 19:00,1777921200.0,7.5,1.0,2.5,0.5,14.0,3.6666666666666665,34.5,6.5,8.0,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.3120833333333333,0.2737952380952381,0.41600000000000004,0,0,0
Vaniyambadi,tirupathur,2026-05-04 19:00,1777921200.0,9.0,11.5,0.5,0.5,2.0,7.0,24.0,-2.5,-13.5,12.67805556,78.62222222,0.882133575,0.007876167,11.0,7,0.0,0.0,0.18396400725,0.160874675125,0.227285343,0,0,0
Uppar Dam,tiruppur,2026-05-04 19:00,1777921200.0,0.5,8.5,12.0,18.0,5.5,7.0,65.5,-8.0,-4.5,10.7775,76.42277778,0.55127524,0.084088984,8.0,13,0.0,0.0,0.025288257199999997,0.14929463340000002,0.5460510096,0,0,1
Natham_1,dindigul,2026-05-04 19:00,1777921200.0,0.5,35.5,0.5,0.5,0.5,12.166666666666666,38.0,-35.0,-70.0,10.230278,78.228611,0.3793423,0.079067201,6.0,19,0.0,0.0,0.020130269,0.23922936145238097,0.319173692,0,0,0
Gollapally,vellore,2026-05-04 19:30,1777923000.0,5.5,2.0,3.0,2.5,0.5,3.5,23.0,3.5,4.5,13.03194444,78.86444444,0.437957461,0.021681234,6.0,18,0.0,0.0,0.15022205716333334,0.12712851113499998,0.20151829843999997,0,0,0
Mettur_1,salem,2026-05-04 20:00,1777924800.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.8075,77.800278,0.70281148,0.995995874,6.0,16,0.0,0.0,0.029834344399999997,0.03388411608571429,0.0521124592,0,0,0
ThirumoorthyNagar,tiruppur,2026-05-04 20:00,1777924800.0,0.5,5.5,7.0,0.5,1.5,4.333333333333333,30.0,-5.0,-3.5,10.486944,77.166667,0.55127524,0.084088984,8.0,13,0.0,0.0,0.025288257199999997,0.09977082387619048,0.2620510096,0,0,0
Vellore,vellore,2026-05-04 20:00,1777924800.0,24.0,2.0,7.0,6.5,37.5,11.0,90.0,22.0,27.0,12.94861111,79.13888889,0.437957461,0.021681234,6.0,18,0.0,0.0,0.6898053904966666,0.5004142254207143,0.7375182984399999,1,1,1
Elumalai_1,madurai,2026-05-04 20:00,1777924800.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,9.863889,77.697778,1.012920862,0.009182441,7.0,21,0.0,0.0,0.03913762586,0.04473794445571429,0.06451683448000001,0,0,0
Perunchani Reservoir,kanyakumari,2026-05-04 20:00,1777924800.0,0.5,0.5,0.5,1.0,9.0,0.5,23.5,0.0,0.0,8.36361111,77.3575,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.32799999999999996,0,0,0
Poondi Reservoir,tiruvallur,2026-05-04 20:00,1777924800.0,7.5,7.5,1.0,2.5,0.5,5.333333333333333,33.0,0.0,-6.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.23624999999999996,0.22154761904761902,0.404,0,0,0
Gollapally,vellore,2026-05-04 20:00,1777924800.0,6.0,5.5,2.0,3.0,2.5,4.5,19.5,0.5,-3.0,13.03194444,78.86444444,0.437957461,0.021681234,6.0,18,0.0,0.0,0.12397205716333333,0.09889993970642856,0.17351829844,0,0,0
Panchapatti,karur,2026-05-04 20:00,1777924800.0,246.5,453.0,1180.5,1545.5,908.0,626.6666666666666,4926.0,-206.5,521.0,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Aravakuruchi,karur,2026-05-04 20:00,1777924800.0,0.5,2.0,0.5,13.5,0.5,1.0,17.5,-1.5,-3.0,10.773333,77.91,1.722278531,0.062914047,7.0,13,0.0,0.0,0.06041835593,0.07885117715642856,0.20889114123999997,0,0,0
Gollapally,vellore,2026-05-04 20:30,1777926600.0,1.5,6.0,5.5,2.0,3.0,4.333333333333333,20.5,-4.5,-5.0,13.03194444,78.86444444,0.437957461,0.021681234,6.0,18,0.0,0.0,0.03938872383,0.09580470161119048,0.18151829843999998,0,0,0
Kilnatcipatu,tiruvannamalai,2026-05-04 21:00,1777928400.0,3.5,1.0,0.5,2.0,8.0,1.6666666666666667,16.0,2.5,2.0,12.23916667,79.10666667,0.956908978,0.111931507,5.0,25,0.0,0.0,0.11912393600666664,0.08524419518238094,0.16627635912,0,0,0
Gollapally,vellore,2026-05-04 21:00,1777928400.0,3.0,1.5,6.0,5.5,2.0,3.5,21.0,1.5,6.0,13.03194444,78.86444444,0.437957461,0.021681234,6.0,18,0.0,0.0,0.08313872383,0.142728511135,0.18551829844,0,0,0
Cheyyar Anicut,tiruvannamalai,2026-05-04 21:00,1777928400.0,3.0,1.0,0.5,1.5,0.5,1.5,7.0,2.0,1.5,12.59388889,79.38722222,0.956908978,0.111931507,5.0,25,0.0,0.0,0.10454060267333333,0.07694895708714286,0.09427635912,0,0,0
Nilakottai_1,dindigul,2026-05-04 21:00,1777928400.0,15.5,0.5,1.0,0.5,6.0,5.666666666666667,36.0,15.0,15.5,10.1625,77.854167,0.3793423,0.079067201,6.0,19,0.0,0.0,0.4576302689999999,0.27971507573809523,0.303173692,0,0,0
Panchapatti,karur,2026-05-04 21:00,1777928400.0,205.0,246.5,453.0,1180.5,1545.5,301.5,4538.5,-41.5,165.0,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,1.0,1.0,1.0,1,1,1
Polur,tiruvannamalai,2026-05-04 21:00,1777928400.0,21.0,1.0,1.0,5.5,4.5,7.666666666666667,76.5,20.0,20.0,12.50861111,79.12222222,0.956908978,0.111931507,5.0,25,0.0,0.0,0.6295406026733333,0.38387276661095243,0.65027635912,1,0,1
Elumalai_1,madurai,2026-05-04 21:00,1777928400.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,9.863889,77.697778,1.012920862,0.009182441,7.0,21,0.0,0.0,0.03913762586,0.04473794445571429,0.06451683448000001,0,0,0
Valathi,viluppuram,2026-05-04 21:00,1777928400.0,2.0,22.0,6.0,1.0,0.5,10.0,33.0,-20.0,-36.0,12.34861111,79.38,2.579095705,0.250109562,6.0,25,0.0,0.0,0.11237287114999997,0.2759826353892857,0.3671638282,0,0,0
Vaniyambadi,tirupathur,2026-05-04 21:00,1777928400.0,0.5,9.0,11.5,0.5,0.5,7.0,24.0,-8.5,-6.0,12.67805556,78.62222222,0.882133575,0.007876167,11.0,7,0.0,0.0,0.03521400725,0.160874675125,0.227285343,0,0,0
Vellore,vellore,2026-05-04 21:00,1777928400.0,2.0,24.0,2.0,7.0,6.5,9.333333333333334,79.0,-22.0,-44.0,12.94861111,79.13888889,0.437957461,0.021681234,6.0,18,0.0,0.0,0.048138723829999994,0.18866184446833334,0.6495182984399999,0,0,1
Mangalapuram,namakkal,2026-05-04 21:00,1777928400.0,2.5,1.5,0.5,7.5,18.0,1.5,32.0,1.0,0.0,11.56583333,78.37861111,0.389540051,0.022086664,8.0,13,0.0,0.0,0.06710286819666667,0.04149104464214286,0.27158160204,0,0,0
Gollapally,vellore,2026-05-04 21:30,1777930200.0,0.5,3.0,1.5,6.0,5.5,1.6666666666666667,18.5,-2.5,-4.0,13.03194444,78.86444444,0.437957461,0.021681234,6.0,18,0.0,0.0,0.021888723829999998,0.046280892087380954,0.16551829844,0,0,0
Nilakottai_1,dindigul,2026-05-04 22:00,1777932000.0,1.5,15.5,0.5,1.0,0.5,5.833333333333333,25.0,-14.0,-29.0,10.1625,77.854167,0.3793423,0.079067201,6.0,19,0.0,0.0,0.037630269,0.12161031383333333,0.21517369199999997,0,0,0
Poondi Reservoir,tiruvallur,2026-05-04 22:00,1777932000.0,7.0,7.5,7.5,1.0,2.5,7.333333333333333,26.0,-0.5,-0.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.22749999999999998,0.2586904761904762,0.348,0,0,0
Valathi,viluppuram,2026-05-04 22:00,1777932000.0,37.0,2.0,22.0,6.0,1.0,20.333333333333332,68.5,35.0,55.0,12.34861111,79.38,2.579095705,0.250109562,6.0,25,0.0,0.0,1.0,1.0,0.6511638282,1,1,1
Panchapatti,karur,2026-05-04 22:00,1777932000.0,49.5,205.0,246.5,453.0,1180.5,167.0,3680.0,-155.5,-114.0,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,0.9179183559299999,1.0,1.0,1,1,1
Vellore,vellore,2026-05-04 22:00,1777932000.0,2.0,2.0,24.0,2.0,7.0,9.333333333333334,43.5,0.0,22.0,12.94861111,79.13888889,0.437957461,0.021681234,6.0,18,0.0,0.0,0.048138723829999994,0.41746184446833334,0.36551829844,0,0,0
Gollapally,vellore,2026-05-04 22:00,1777932000.0,1.0,0.5,3.0,1.5,6.0,1.5,17.5,0.5,3.0,13.03194444,78.86444444,0.437957461,0.021681234,6.0,18,0.0,0.0,0.03647205716333333,0.07438565399214285,0.15751829843999998,0,0,0
VaigaiDam,theni,2026-05-04 22:00,1777932000.0,0.5,0.5,1.5,1.0,3.0,0.8333333333333334,7.0,0.0,1.0,10.05194,77.58916,0.031762174,0.314606199,8.0,14,0.0,0.0,0.009702865219999999,0.026987866566190476,0.05727048696,0,0,0
Cheyyar Anicut,tiruvannamalai,2026-05-04 22:00,1777932000.0,4.0,3.0,1.0,0.5,1.5,2.6666666666666665,10.5,1.0,-1.0,12.59388889,79.38722222,0.956908978,0.111931507,5.0,25,0.0,0.0,0.11037393600666666,0.08301562375380951,0.12227635912000001,0,0,0
Polur,tiruvannamalai,2026-05-04 22:00,1777932000.0,5.5,21.0,1.0,1.0,5.5,9.166666666666666,38.5,-15.5,-35.5,12.50861111,79.12222222,0.956908978,0.111931507,5.0,25,0.0,0.0,0.12495726934,0.20372990946809522,0.34627635912,0,0,0
Thammampatti_1,salem,2026-05-04 22:00,1777932000.0,4.0,1.5,0.5,11.0,23.0,2.0,50.5,2.5,1.5,11.44,78.485278,0.70281148,0.995995874,6.0,16,0.0,0.0,0.12025101106666665,0.07734125894285715,0.43211245919999997,0,0,0
Lekkur,cuddalore,2026-05-04 22:00,1777932000.0,0.5,0.5,1.5,2.0,0.5,0.8333333333333334,5.5,0.0,1.0,11.46611111,79.01861111,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.23138911155119046,0.27887190980000004,0,0,0
Elumalai_1,madurai,2026-05-04 22:00,1777932000.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,3.5,0.5,0.5,9.863889,77.697778,1.012920862,0.009182441,7.0,21,0.0,0.0,0.053720959193333334,0.05303318255095238,0.06851683448000001,0,0,0
Kilnatcipatu,tiruvannamalai,2026-05-04 22:00,1777932000.0,22.0,3.5,1.0,0.5,2.0,8.833333333333334,37.0,18.5,16.0,12.23916667,79.10666667,0.956908978,0.111931507,5.0,25,0.0,0.0,0.6295406026733333,0.363939433277619,0.33427635912,1,0,0
Thammampatti_1,salem,2026-05-04 23:00,1777935600.0,4.5,4.0,1.5,0.5,11.0,3.3333333333333335,44.5,0.5,-2.0,11.44,78.485278,0.70281148,0.995995874,6.0,16,0.0,0.0,0.10566767773333333,0.08650316370476191,0.38411245920000003,0,0,0
Kiladayalam,viluppuram,2026-05-04 23:00,1777935600.0,0.5,0.5,0.5,0.5,1.0,0.5,3.5,0.0,0.0,12.16722222,79.62055556,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1311638282,0,0,0
Vanapuram,tiruvannamalai,2026-05-04 23:00,1777935600.0,1.0,1.5,1.0,10.5,1.0,1.1666666666666667,15.5,-0.5,-1.0,12.10444444,79.01805556,0.956908978,0.111931507,5.0,25,0.0,0.0,0.046207269339999996,0.05515848089666666,0.16227635912,0,0,0
Nilakottai_1,dindigul,2026-05-04 23:00,1777935600.0,0.5,1.5,15.5,0.5,1.0,5.833333333333333,19.5,-1.0,13.0,10.1625,77.854167,0.3793423,0.079067201,6.0,19,0.0,0.0,0.020130269,0.25681031383333336,0.171173692,0,0,0
Tirukoilur,kallakurichi,2026-05-04 23:00,1777935600.0,33.0,1.0,0.5,1.5,0.5,11.5,45.0,32.0,31.5,11.94638889,79.25027778,1.71000415,0.016931089,10.0,10,0.0,0.0,1.0,0.6010215738214285,0.42840016599999997,1,1,0
Ponnanaiyar Dam_1,tiruchirappalli,2026-05-04 23:00,1777935600.0,0.5,0.5,4.0,0.5,0.5,1.6666666666666667,7.5,0.0,3.5,10.582222,78.265,2.769716368,0.030082563,6.0,29,0.0,0.0,0.09184149104,0.16429245383238097,0.17078865472000002,0,0,0
Panchapatti,karur,2026-05-04 23:00,1777935600.0,31.0,49.5,205.0,246.5,453.0,95.16666666666667,2165.5,-18.5,137.0,10.8294,78.306944,1.722278531,0.062914047,7.0,13,0.0,0.0,0.59416835593,1.0,1.0,1,1,1
Ellis Anicut,viluppuram,2026-05-04 23:00,1777935600.0,9.5,34.0,0.5,13.5,51.0,14.666666666666666,111.0,-24.5,-58.0,11.90305556,79.40527778,2.579095705,0.250109562,6.0,25,0.0,0.0,0.24362287114999998,0.36264930205595236,0.9911638282,0,0,1
Kilnatcipatu,tiruvannamalai,2026-05-04 23:00,1777935600.0,2.5,22.0,3.5,1.0,0.5,9.333333333333334,31.5,-19.5,-38.0,12.23916667,79.10666667,0.956908978,0.111931507,5.0,25,0.0,0.0,0.07245726933999999,0.20682514756333334,0.29027635912,0,0,0
Poondi Reservoir,tiruvallur,2026-05-04 23:00,1777935600.0,0.5,7.0,7.5,7.5,1.0,5.0,26.0,-6.5,-6.0,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.21535714285714286,0.348,0,0,0
Cheyyar Anicut,tiruvannamalai,2026-05-04 23:00,1777935600.0,1.5,4.0,3.0,1.0,0.5,2.8333333333333335,11.5,-2.5,-3.5,12.59388889,79.38722222,0.956908978,0.111931507,5.0,25,0.0,0.0,0.054957269339999996,0.08611086184904762,0.13027635912,0,0,0
VaigaiDam,theni,2026-05-04 23:00,1777935600.0,2.5,0.5,0.5,1.5,1.0,1.1666666666666667,9.0,2.0,2.0,10.05194,77.58916,0.031762174,0.314606199,8.0,14,0.0,0.0,0.06803619855333333,0.043578342756666666,0.07327048695999999,0,0,0
Valathi,viluppuram,2026-05-04 23:00,1777935600.0,1.0,37.0,2.0,22.0,6.0,13.333333333333334,69.0,-36.0,-71.0,12.34861111,79.38,2.579095705,0.250109562,6.0,25,0.0,0.0,0.09487287114999998,0.33788739729404765,0.6551638282000001,0,0,1
Poondi Reservoir,tiruvallur,2026-05-05 00:00,1777939200.0,1.0,0.5,7.0,7.5,7.5,2.8333333333333335,24.5,0.5,7.0,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.12833333333333333,0.24791904761904765,0.33599999999999997,0,0,0
Kilnatcipatu,tiruvannamalai,2026-05-05 00:00,1777939200.0,1.0,2.5,22.0,3.5,1.0,8.5,30.5,-1.5,18.0,12.23916667,79.10666667,0.956908978,0.111931507,5.0,25,0.0,0.0,0.046207269339999996,0.3785489570871428,0.28227635912,0,0,0
Valathi,viluppuram,2026-05-05 00:00,1777939200.0,0.5,1.0,37.0,2.0,22.0,12.833333333333334,68.5,-0.5,35.5,12.34861111,79.38,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.6978016830083333,0.6511638282,0,1,1
Grand Anicut,tiruchirappalli,2026-05-05 00:00,1777939200.0,33.0,0.5,0.5,25.0,3.5,11.333333333333334,72.0,32.5,32.5,10.82861111,78.81805556,2.769716368,0.030082563,6.0,29,0.0,0.0,1.0,0.6454162633561904,0.68678865472,1,1,1
Trichycity,tiruchirappalli,2026-05-05 00:00,1777939200.0,0.5,0.5,17.5,4.5,0.5,6.166666666666667,57.0,0.0,17.0,10.820703,78.693506,2.769716368,0.030082563,6.0,29,0.0,0.0,0.09184149104,0.3882638824038096,0.56678865472,0,0,1
Tirukoilur,kallakurichi,2026-05-05 00:00,1777939200.0,1.0,33.0,1.0,0.5,1.5,11.666666666666666,37.5,-32.0,-64.0,11.94638889,79.25027778,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0688001245,0.27651681191666666,0.36840016600000003,0,0,0
Ellis Anicut,viluppuram,2026-05-05 00:00,1777939200.0,4.0,9.5,34.0,0.5,13.5,15.833333333333334,112.5,-5.5,19.0,11.90305556,79.40527778,2.579095705,0.250109562,6.0,25,0.0,0.0,0.14737287114999997,0.5819159687226191,1.0,0,1,1
