station,district,datetime,timestamp_epoch,rainfall_t0,rainfall_t_minus_1,rainfall_t_minus_2,rainfall_t_minus_3,rainfall_t_minus_4,rainfall_rolling_3h_mean,rainfall_rolling_6h_sum,rainfall_delta_1h,rainfall_acceleration,latitude,longitude,district_flooded_area_pct,district_permanent_water_pct,district_mean_flood_duration,district_hist_event_density,live_report_corroboration,volunteer_verified_weight,target_risk_15m,target_risk_30m,target_risk_60m,target_class_15m,target_class_30m,target_class_60m
Peravoorani_1,thanjavur,2026-01-24 11:00,1769252400.0,0.5,0.5,3.0,6.5,6.5,1.3333333333333333,20.0,0.0,2.5,10.288611,79.201667,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.2699420961669048,0.41049164732,0,0,0
LBP Quarters Campus,erode,2026-01-24 11:00,1769252400.0,3.0,0.5,2.5,2.5,0.5,2.0,9.5,2.5,4.5,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.10129615362666666,0.10684392526285715,0.10217264928,0,0,0
Palur,cuddalore,2026-01-24 11:00,1769252400.0,1.5,1.0,0.5,0.5,0.5,1.0,4.5,0.5,0.0,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.20823726568333334,0.22408434964642857,0.27087190980000003,0,0,0
Madurantakam,chengalpattu,2026-01-24 11:00,1769252400.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,12.49888889,79.87527778,2.752509381,2.065380723,10.0,13,0.0,0.0,0.09132528142999999,0.10562354262071429,0.13410037524,0,0,0
Pudukkottai,pudukkottai,2026-01-24 11:00,1769252400.0,1.0,1.0,0.5,0.5,0.5,0.8333333333333334,4.5,0.0,-0.5,10.37694444,78.81777778,0.613684296,0.085746267,6.0,18,0.0,0.0,0.03591052888,0.036955140836190475,0.060547371839999996,0,0,0
Aranthangi_1,pudukkottai,2026-01-24 11:00,1769252400.0,0.5,0.5,2.5,3.5,14.0,1.1666666666666667,23.0,0.0,2.0,10.16,79.004167,0.613684296,0.085746267,6.0,18,0.0,0.0,0.02716052888,0.06394561702666667,0.20854737183999997,0,0,0
KolidamL A(Coleroon),nagapattinam,2026-01-24 11:00,1769252400.0,0.5,1.0,0.5,1.0,0.5,0.6666666666666666,5.0,-0.5,-1.0,11.329167,79.720833,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30882379530095233,0.37879182048,0,0,0
LBP Quarters Campus,erode,2026-01-24 12:00,1769256000.0,0.5,3.0,0.5,2.5,2.5,1.3333333333333333,9.5,-2.5,-5.0,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.02837948696,0.047662972881904755,0.10217264928,0,0,0
Thiruthuraipoondi_1,tiruvarur,2026-01-24 12:00,1769256000.0,0.5,0.5,2.0,0.5,1.0,1.0,5.5,0.0,1.5,10.538889,79.633056,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.15667142857142857,0.184,0,0,0
Thanjavur,thanjavur,2026-01-24 12:00,1769256000.0,0.5,0.5,1.0,1.5,2.0,0.6666666666666666,8.5,0.0,0.5,10.77277778,79.13583333,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.2367611437859524,0.31849164732,0,0,0
Pattukottai_1,thanjavur,2026-01-24 12:00,1769256000.0,0.5,5.0,0.5,1.5,1.5,2.0,10.0,-4.5,-9.0,10.426111,79.326111,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.25632304854785715,0.33049164732,0,0,0
Peravoorani_1,thanjavur,2026-01-24 12:00,1769256000.0,0.5,0.5,0.5,3.0,6.5,0.5,17.5,0.0,0.0,10.288611,79.201667,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.2284659056907143,0.39049164731999997,0,0,0
Kurungulam,thanjavur,2026-01-24 12:00,1769256000.0,0.5,3.5,1.5,0.5,0.5,1.8333333333333333,8.5,-3.0,-5.0,10.65638889,79.09805556,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.25322781045261905,0.31849164732,0,0,0
Kiladayalam,viluppuram,2026-01-24 12:00,1769256000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,12.16722222,79.62055556,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1271638282,0,0,0
Palur,cuddalore,2026-01-24 13:00,1769259600.0,0.5,1.5,1.0,0.5,0.5,1.0,4.5,-1.0,-1.5,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.22408434964642857,0.27087190980000003,0,0,0
Thangachimadam_1,ramanathapuram,2026-01-24 13:00,1769259600.0,0.5,0.5,0.5,0.5,2.5,0.5,5.5,0.0,0.0,9.281944,79.238889,1.978467591,1.290662657,7.0,15,0.0,0.0,0.06810402772999999,0.07853207997071428,0.12313870364,0,0,0
Manalmedu_1,nagapattinam,2026-01-24 13:00,1769259600.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.36279182048,0,0,0
Pudukkottai,pudukkottai,2026-01-24 13:00,1769259600.0,0.5,1.0,1.0,0.5,0.5,0.8333333333333334,4.0,-0.5,-0.5,10.37694444,78.81777778,0.613684296,0.085746267,6.0,18,0.0,0.0,0.02716052888,0.036955140836190475,0.05654737184,0,0,0
Aranthangi_1,pudukkottai,2026-01-24 13:00,1769259600.0,0.5,0.5,0.5,2.5,3.5,0.5,21.5,0.0,0.0,10.16,79.004167,0.613684296,0.085746267,6.0,18,0.0,0.0,0.02716052888,0.030764664645714285,0.19654737184,0,0,0
Peravoorani_1,thanjavur,2026-01-24 13:00,1769259600.0,0.5,0.5,0.5,0.5,3.0,0.5,11.5,0.0,0.0,10.288611,79.201667,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.2284659056907143,0.34249164732,0,0,0
Thiruthuraipoondi_1,tiruvarur,2026-01-24 13:00,1769259600.0,0.5,0.5,0.5,2.0,0.5,0.5,5.0,0.0,0.0,10.538889,79.633056,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.18,0,0,0
Kiladayalam,viluppuram,2026-01-24 14:00,1769263200.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,12.16722222,79.62055556,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1271638282,0,0,0
Pattukottai_1,thanjavur,2026-01-24 14:00,1769263200.0,1.0,0.5,5.0,0.5,1.5,2.1666666666666665,10.0,0.5,5.0,10.426111,79.326111,6.262291183,0.139785443,9.0,36,0.0,0.0,0.21120206882333337,0.31141828664309523,0.33049164732,0,0,0
Madurantakam,chengalpattu,2026-01-24 14:00,1769263200.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,3.5,0.5,0.5,12.49888889,79.87527778,2.752509381,2.065380723,10.0,13,0.0,0.0,0.10590861476333333,0.11391878071595238,0.13810037524000002,0,0,0
Kothuvacheri,cuddalore,2026-01-24 14:00,1769263200.0,0.5,0.5,0.5,0.5,1.0,0.5,3.5,0.0,0.0,11.52027778,79.63527778,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.21479863536071428,0.2628719098,0,0,0
Palur,cuddalore,2026-01-24 14:00,1769263200.0,0.5,0.5,1.5,1.0,0.5,0.8333333333333334,4.5,0.0,1.0,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.23138911155119046,0.27087190980000003,0,0,0
Thiruthuraipoondi_1,tiruvarur,2026-01-24 14:00,1769263200.0,0.5,0.5,0.5,0.5,2.0,0.5,4.5,0.0,0.0,10.538889,79.633056,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.176,0,0,0
LBP Quarters Campus,erode,2026-01-24 14:00,1769263200.0,0.5,0.5,3.0,0.5,2.5,1.3333333333333333,9.5,0.0,2.5,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.02837948696,0.07366297288190476,0.10217264928,0,0,0
Raya Raghunatha Samudiram,pudukkottai,2026-01-24 14:00,1769263200.0,0.5,3.0,4.0,1.0,3.0,2.5,16.0,-2.5,-1.5,10.25694444,78.81833333,0.613684296,0.085746267,6.0,18,0.0,0.0,0.02716052888,0.06790752178857143,0.15254737184,0,0,0
Vettikadu_1,thanjavur,2026-01-24 14:00,1769263200.0,0.5,0.5,1.0,1.0,1.5,0.6666666666666666,5.0,0.0,0.5,10.569722,79.195556,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.2367611437859524,0.29049164732,0,0,0
Sethiathope Anicut TARG,cuddalore,2026-01-24 14:00,1769263200.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.43222222,79.5425,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.21479863536071428,0.2588719098,0,0,0
Manalmedu_1,nagapattinam,2026-01-24 15:00,1769266800.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.36279182048,0,0,0
Peravoorani_1,thanjavur,2026-01-24 15:00,1769266800.0,0.5,0.5,0.5,0.5,0.5,0.5,5.5,0.0,0.0,10.288611,79.201667,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.2284659056907143,0.29449164732,0,0,0
KolidamL A(Coleroon),nagapattinam,2026-01-24 15:00,1769266800.0,3.5,0.5,1.0,0.5,1.0,1.6666666666666667,7.0,3.0,3.5,11.329167,79.720833,8.469795512,4.028133598,6.0,27,0.0,0.0,0.35034386535999995,0.36379522387238095,0.39479182048,0,0,0
Thanjavur,thanjavur,2026-01-24 15:00,1769266800.0,1.0,0.5,0.5,1.0,1.5,0.6666666666666666,6.5,0.5,0.5,10.77277778,79.13583333,6.262291183,0.139785443,9.0,36,0.0,0.0,0.21120206882333337,0.2367611437859524,0.30249164732,0,0,0
Kurungulam,thanjavur,2026-01-24 15:00,1769266800.0,0.5,0.5,3.5,1.5,0.5,1.5,7.0,0.0,3.0,10.65638889,79.09805556,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.27823733426214287,0.30649164732,0,0,0
SGSWRDC Campus (Tharamani site),chennai,2026-01-24 16:00,1769270400.0,9.5,1.0,1.5,0.5,1.0,4.0,18.0,8.5,9.0,12.98583333,80.245,3.572786193,1.072848464,8.0,57,0.0,0.0,0.3726002524566666,0.29293323104071434,0.28691144772,0,0,0
Palur,cuddalore,2026-01-24 16:00,1769270400.0,0.5,0.5,0.5,1.5,1.0,0.5,4.5,0.0,0.0,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.21479863536071428,0.27087190980000003,0,0,0
KolidamL A(Coleroon),nagapattinam,2026-01-24 16:00,1769270400.0,3.0,3.5,0.5,1.0,0.5,2.3333333333333335,9.5,-0.5,-3.5,11.329167,79.720833,8.469795512,4.028133598,6.0,27,0.0,0.0,0.30659386535999994,0.3397761762533333,0.41479182048,0,0,0
Ponnamaravathi_1,pudukkottai,2026-01-24 16:00,1769270400.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,10.270556,78.535833,0.613684296,0.085746267,6.0,18,0.0,0.0,0.02716052888,0.030764664645714285,0.04854737184,0,0,0
Kurungulam,thanjavur,2026-01-24 16:00,1769270400.0,0.5,0.5,0.5,3.5,1.5,0.5,7.0,0.0,0.0,10.65638889,79.09805556,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.2284659056907143,0.30649164732,0,0,0
Vettikadu_1,thanjavur,2026-01-24 16:00,1769270400.0,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,5.5,0.5,0.5,10.569722,79.195556,6.262291183,0.139785443,9.0,36,0.0,0.0,0.21120206882333337,0.2367611437859524,0.29449164732,0,0,0
Pattukottai_1,thanjavur,2026-01-24 16:00,1769270400.0,0.5,1.0,0.5,5.0,0.5,0.6666666666666666,9.0,-0.5,-1.0,10.426111,79.326111,6.262291183,0.139785443,9.0,36,0.0,0.0,0.19661873549000003,0.23156114378595238,0.32249164732,0,0,0
Kiladayalam,viluppuram,2026-01-24 17:00,1769274000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,12.16722222,79.62055556,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1271638282,0,0,0
Palur,cuddalore,2026-01-24 17:00,1769274000.0,2.5,0.5,0.5,0.5,1.5,1.1666666666666667,6.5,2.0,2.0,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.24323726568333334,0.24797958774166667,0.28687190980000005,0,0,0
Madurantakam,chengalpattu,2026-01-24 17:00,1769274000.0,1.5,1.0,0.5,0.5,0.5,1.0,4.5,0.5,0.0,12.49888889,79.87527778,2.752509381,2.065380723,10.0,13,0.0,0.0,0.11465861476333333,0.11490925690642857,0.14610037524,0,0,0
Karunkuzhi,chengalpattu,2026-01-24 17:00,1769274000.0,2.0,1.5,0.5,0.5,0.5,1.3333333333333333,5.0,0.5,-0.5,12.54305556,79.90444444,2.752509381,2.065380723,10.0,13,0.0,0.0,0.12340861476333333,0.12109973309690476,0.15010037524,0,0,0
Kothuvacheri,cuddalore,2026-01-24 17:00,1769274000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.0,0.0,11.52027778,79.63527778,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.21479863536071428,0.2628719098,0,0,0
Ponneri,tiruvallur,2026-01-24 17:00,1769274000.0,5.5,0.5,0.5,1.5,0.5,2.1666666666666665,9.0,5.0,5.0,13.33138889,80.19527778,3.5,1.2,2.0,3,0.0,0.0,0.25958333333333333,0.21473809523809523,0.21199999999999997,0,0,0
SGSWRDC Campus (Tharamani site),chennai,2026-01-24 17:00,1769274000.0,0.5,9.5,1.0,1.5,0.5,3.6666666666666665,14.0,-9.0,-17.5,12.98583333,80.245,3.572786193,1.072848464,8.0,57,0.0,0.0,0.11593358579,0.1931427548502381,0.25491144772,0,0,0
Manalmedu_1,nagapattinam,2026-01-24 17:00,1769274000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.36279182048,0,0,0
Vidur Anicut,viluppuram,2026-01-24 17:00,1769274000.0,0.5,0.5,0.5,0.5,2.0,0.5,4.0,0.0,0.0,12.07222222,79.585,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1351638282,0,0,0
Ponneri,tiruvallur,2026-01-24 18:00,1769277600.0,0.5,5.5,0.5,0.5,1.5,2.1666666666666665,9.0,-5.0,-10.0,13.33138889,80.19527778,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.16273809523809524,0.21199999999999997,0,0,0
Tirukoilur,kallakurichi,2026-01-24 18:00,1769277600.0,0.5,4.5,0.5,0.5,0.5,1.8333333333333333,7.0,-4.0,-8.0,11.94638889,79.25027778,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0600501245,0.09389776429761905,0.124400166,0,0,0
Manalmedu_1,nagapattinam,2026-01-24 18:00,1769277600.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.36279182048,0,0,0
Tirukoilur,kallakurichi,2026-01-24 19:00,1769281200.0,0.5,0.5,4.5,0.5,0.5,1.8333333333333333,7.0,0.0,4.0,11.94638889,79.25027778,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0600501245,0.13549776429761906,0.124400166,0,0,0
Palur,cuddalore,2026-01-24 19:00,1769281200.0,0.5,2.5,0.5,0.5,0.5,1.1666666666666667,6.0,-2.0,-4.0,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.22717958774166666,0.28287190980000004,0,0,0
Kiladayalam,viluppuram,2026-01-24 19:00,1769281200.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,12.16722222,79.62055556,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1271638282,0,0,0
Madurantakam,chengalpattu,2026-01-24 20:00,1769284800.0,0.5,1.5,1.0,0.5,0.5,1.0,4.5,-1.0,-1.5,12.49888889,79.87527778,2.752509381,2.065380723,10.0,13,0.0,0.0,0.09132528142999999,0.11490925690642857,0.14610037524,0,0,0
Manalmedu_1,nagapattinam,2026-01-24 20:00,1769284800.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.36279182048,0,0,0
Ponneri,tiruvallur,2026-01-24 20:00,1769284800.0,0.5,0.5,5.5,0.5,0.5,2.1666666666666665,9.0,0.0,5.0,13.33138889,80.19527778,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.21473809523809523,0.21199999999999997,0,0,0
LBP Quarters Campus,erode,2026-01-24 20:00,1769284800.0,0.5,0.5,0.5,3.0,0.5,0.5,7.5,0.0,0.0,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.02837948696,0.03218678240571428,0.08617264928,0,0,0
KolidamL A(Coleroon),nagapattinam,2026-01-24 21:00,1769288400.0,1.5,3.0,3.5,0.5,1.0,2.6666666666666665,10.0,-1.5,-1.0,11.329167,79.720833,8.469795512,4.028133598,6.0,27,0.0,0.0,0.28034386535999994,0.3459666524438095,0.41879182048,0,0,0
Sethiathope Anicut TARG,cuddalore,2026-01-24 22:00,1769292000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.43222222,79.5425,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.21479863536071428,0.2588719098,0,0,0
Cheranmahadevi,tirunelveli,2026-01-24 22:00,1769292000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,8.69,77.5625,0.007402498,0.622191008,1.0,20,0.0,0.0,0.00897207494,0.009544801715714287,0.02429609992,0,0,0
Kadayam,tenkasi,2026-01-24 22:00,1769292000.0,0.5,0.5,0.5,1.5,1.0,0.5,4.5,0.0,0.0,8.82444444,77.37055556,0.407407146,0.050554592,11.0,7,0.0,0.0,0.02097221438,0.023544964395714282,0.05229628584,0,0,0
KolidamL A(Coleroon),nagapattinam,2026-01-24 22:00,1769292000.0,0.5,1.5,3.0,3.5,0.5,1.6666666666666667,10.0,-1.0,0.5,11.329167,79.720833,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.3325952238723809,0.41879182048,0,0,0
LBP Quarters Campus,erode,2026-01-24 22:00,1769292000.0,2.5,0.5,0.5,0.5,3.0,1.1666666666666667,7.5,2.0,2.0,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.08671282029333333,0.06536773478666666,0.08617264928,0,0,0
Manalmedu_1,nagapattinam,2026-01-24 22:00,1769292000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.36279182048,0,0,0
Cheranmahadevi,tirunelveli,2026-01-24 23:00,1769295600.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,8.69,77.5625,0.007402498,0.622191008,1.0,20,0.0,0.0,0.00897207494,0.009544801715714287,0.02429609992,0,0,0
Palur,cuddalore,2026-01-24 23:00,1769295600.0,0.5,0.5,2.5,0.5,0.5,1.1666666666666667,5.0,0.0,2.0,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.24797958774166667,0.27487190980000004,0,0,0
Palur,cuddalore,2026-01-25 00:00,1769299200.0,0.5,0.5,0.5,2.5,0.5,0.5,5.0,0.0,0.0,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.21479863536071428,0.27487190980000004,0,0,0
Thangachimadam_1,ramanathapuram,2026-01-25 00:00,1769299200.0,0.5,0.5,0.5,0.5,0.5,0.5,5.0,0.0,0.0,9.281944,79.238889,1.978467591,1.290662657,7.0,15,0.0,0.0,0.06810402772999999,0.07853207997071428,0.11913870364000001,0,0,0
Thangachimadam_1,ramanathapuram,2026-01-25 00:30,1769301000.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,3.5,0.5,0.5,9.281944,79.238889,1.978467591,1.290662657,7.0,15,0.0,0.0,0.08268736106333333,0.08682731806595237,0.10713870364,0,0,0
Manalmedu_1,nagapattinam,2026-01-25 01:00,1769302800.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.36279182048,0,0,0
Thangachimadam_1,ramanathapuram,2026-01-25 01:00,1769302800.0,2.0,1.0,0.5,0.5,0.5,1.1666666666666667,5.0,1.0,0.5,9.281944,79.238889,1.978467591,1.290662657,7.0,15,0.0,0.0,0.10602069439666666,0.09611303235166666,0.11913870364000001,0,0,0
KolidamL A(Coleroon),nagapattinam,2026-01-25 01:00,1769302800.0,3.0,0.5,1.5,3.0,3.5,1.6666666666666667,12.0,2.5,3.5,11.329167,79.720833,8.469795512,4.028133598,6.0,27,0.0,0.0,0.3357605320266666,0.36379522387238095,0.43479182048,0,0,0
LBP Quarters Campus,erode,2026-01-25 02:00,1769306400.0,1.5,2.5,0.5,0.5,0.5,1.5,8.5,-1.0,-3.0,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.04587948695999999,0.05075821097714285,0.09417264927999999,0,0,0
Thammampatti_1,salem,2026-01-25 02:00,1769306400.0,0.5,0.5,1.0,1.5,0.5,0.6666666666666666,5.5,0.0,0.5,11.44,78.485278,0.70281148,0.995995874,6.0,16,0.0,0.0,0.029834344399999997,0.04217935418095238,0.0721124592,0,0,0
Manalmedu_1,nagapattinam,2026-01-25 03:00,1769310000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.36279182048,0,0,0
Sethiathope Anicut TARG,cuddalore,2026-01-25 03:00,1769310000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.43222222,79.5425,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.21479863536071428,0.2588719098,0,0,0
Kothuvacheri,cuddalore,2026-01-25 03:00,1769310000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,11.52027778,79.63527778,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.21479863536071428,0.2588719098,0,0,0
Kiladayalam,viluppuram,2026-01-25 03:00,1769310000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,12.16722222,79.62055556,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1271638282,0,0,0
Vidur Anicut,viluppuram,2026-01-25 03:00,1769310000.0,0.5,0.5,0.5,0.5,0.5,0.5,4.5,0.0,0.0,12.07222222,79.585,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.13916382819999998,0,0,0
Palur,cuddalore,2026-01-25 04:00,1769313600.0,1.0,0.5,0.5,0.5,2.5,0.6666666666666666,5.5,0.5,0.5,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.19948726568333336,0.22309387345595239,0.27887190980000004,0,0,0
Madurantakam,chengalpattu,2026-01-25 04:00,1769313600.0,1.5,0.5,1.5,1.0,0.5,1.1666666666666667,5.5,1.0,2.0,12.49888889,79.87527778,2.752509381,2.065380723,10.0,13,0.0,0.0,0.12049194809666666,0.13880449500166667,0.15410037524,0,0,0
Kiladayalam,viluppuram,2026-01-25 04:00,1769313600.0,0.5,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,12.16722222,79.62055556,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1271638282,0,0,0
SGSWRDC Campus (Tharamani site),chennai,2026-01-25 04:00,1769313600.0,0.5,0.5,9.5,1.0,1.5,3.5,13.5,0.0,9.0,12.98583333,80.245,3.572786193,1.072848464,8.0,57,0.0,0.0,0.11593358579,0.283647516755,0.25091144772,0,0,0
LBP Quarters Campus,erode,2026-01-25 04:00,1769313600.0,1.0,1.5,2.5,0.5,0.5,1.6666666666666667,6.5,-0.5,0.5,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.03712948696,0.059053449072380956,0.07817264928,0,0,0
Mudukulathur_1,ramanathapuram,2026-01-25 04:00,1769313600.0,0.5,5.5,0.5,0.5,4.0,2.1666666666666665,11.5,-5.0,-10.0,9.356389,78.518333,1.978467591,1.290662657,7.0,15,0.0,0.0,0.06810402772999999,0.10948446092309523,0.17113870364,0,0,0
Karunkuzhi,chengalpattu,2026-01-25 04:00,1769313600.0,2.0,2.0,1.5,0.5,0.5,1.8333333333333333,7.0,0.0,-0.5,12.54305556,79.90444444,2.752509381,2.065380723,10.0,13,0.0,0.0,0.11757528142999998,0.13038544738261904,0.16610037524000001,0,0,0
Kiladayalam,viluppuram,2026-01-25 05:00,1769317200.0,1.5,0.5,0.5,0.5,0.5,0.8333333333333334,4.0,1.0,1.0,12.16722222,79.62055556,2.579095705,0.250109562,6.0,25,0.0,0.0,0.11528953781666665,0.11614454015119047,0.1351638282,0,0,0
Thiruthuraipoondi_1,tiruvarur,2026-01-25 05:00,1769317200.0,1.5,0.5,0.5,0.5,0.5,0.8333333333333334,5.5,1.0,1.0,10.538889,79.633056,3.5,1.2,2.0,3,0.0,0.0,0.14291666666666666,0.14837619047619047,0.184,0,0,0
Karunkuzhi,chengalpattu,2026-01-25 05:00,1769317200.0,2.5,2.0,2.0,1.5,0.5,2.1666666666666665,9.0,0.5,0.5,12.54305556,79.90444444,2.752509381,2.065380723,10.0,13,0.0,0.0,0.13215861476333332,0.14177592357309524,0.18210037524,0,0,0
Palur,cuddalore,2026-01-25 05:00,1769317200.0,1.0,1.0,0.5,0.5,0.5,0.8333333333333334,6.0,0.0,-0.5,11.74722222,79.63638889,5.871797745,0.689771711,4.0,30,0.0,0.0,0.19365393235,0.22098911155119047,0.28287190980000004,0,0,0
SGSWRDC Campus (Tharamani site),chennai,2026-01-25 05:00,1769317200.0,1.0,0.5,0.5,9.5,1.0,0.6666666666666666,14.0,0.5,0.5,12.98583333,80.245,3.572786193,1.072848464,8.0,57,0.0,0.0,0.13051691912333335,0.1426284691359524,0.25491144772,0,0,0
Madurantakam,chengalpattu,2026-01-25 05:00,1769317200.0,2.5,1.5,0.5,1.5,1.0,1.5,7.5,1.0,0.0,12.49888889,79.87527778,2.752509381,2.065380723,10.0,13,0.0,0.0,0.13799194809666665,0.12419497119214286,0.17010037524,0,0,0
LBP Quarters Campus,erode,2026-01-25 05:00,1769317200.0,0.5,1.0,1.5,2.5,0.5,1.0,6.5,-0.5,0.0,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.02837948696,0.041472496691428565,0.07817264928,0,0,0
